date,XLP,XLY
2024-04-04,74.21,177.85
2024-04-05,74.33,178.84
2024-04-08,74.22,180.54
2024-04-09,74.58,181.39
2024-04-10,74.31,178.59
2024-04-11,74.13,180.03
2024-04-12,73.38,177.11
2024-04-15,73.08,174.16
2024-04-16,73.11,173.17
2024-04-17,73.38,172.33
2024-04-18,73.72,171.26
2024-04-19,74.44,169.76
2024-04-22,75.15,170.51
2024-04-23,75.36,172.54
2024-04-24,75.93,174.19
2024-04-25,75.75,174.34
2024-04-26,75.59,175.91
2024-04-29,75.83,180.00
2024-04-30,75.50,175.62
2024-05-01,75.02,174.52
2024-05-02,75.65,176.72
2024-05-03,75.88,177.91
2024-05-06,75.92,179.81
2024-05-07,76.75,178.52
2024-05-08,76.52,177.85
2024-05-09,77.18,179.06
2024-05-10,77.62,178.10
2024-05-13,77.40,177.87
2024-05-14,77.25,178.68
2024-05-15,77.30,178.95
2024-05-16,78.40,177.79
2024-05-17,78.21,178.70
2024-05-20,77.67,177.37
2024-05-21,78.13,178.51
2024-05-22,77.82,176.65
2024-05-23,76.90,173.79
2024-05-24,77.10,175.54
2024-05-28,76.50,175.11
2024-05-29,75.95,173.96
2024-05-30,76.15,174.99
2024-05-31,77.34,175.97
2024-06-03,77.31,175.89
2024-06-04,77.98,176.07
2024-06-05,77.81,177.10
2024-06-06,78.05,178.39
2024-06-07,77.66,177.66
2024-06-10,77.60,178.23
2024-06-11,77.56,177.76
2024-06-12,76.71,179.61
2024-06-13,76.81,179.75
2024-06-14,76.95,178.33
2024-06-17,77.68,181.46
2024-06-18,77.78,180.85
2024-06-20,77.61,181.08
2024-06-21,77.67,182.61
2024-06-24,77.91,181.44
2024-06-25,77.41,180.71
2024-06-26,77.25,183.33
2024-06-27,76.92,184.45
2024-06-28,76.58,182.40
2024-07-01,76.04,183.02
2024-07-02,76.57,186.58
2024-07-03,76.44,187.77
2024-07-05,77.38,189.30
2024-07-08,77.26,189.39
2024-07-09,77.06,190.02
2024-07-10,77.40,191.45
2024-07-11,77.11,189.02
2024-07-12,77.45,191.49
2024-07-15,77.00,191.27
2024-07-16,77.74,194.70
2024-07-17,78.74,191.45
2024-07-18,78.35,189.50
2024-07-19,78.09,187.81
2024-07-22,78.14,189.88
2024-07-23,77.86,189.03
2024-07-24,77.79,181.30
2024-07-25,77.70,180.59
2024-07-26,78.49,182.61
2024-07-29,78.52,185.66
2024-07-30,77.99,184.63
2024-07-31,77.85,187.49
2024-08-01,78.57,182.89
2024-08-02,79.26,176.16
2024-08-05,77.70,171.18
2024-08-06,78.24,173.07
2024-08-07,78.32,170.05
2024-08-08,79.03,173.76
2024-08-09,79.15,174.34
2024-08-12,78.75,173.65
2024-08-13,79.11,178.00
2024-08-14,79.47,177.05
2024-08-15,80.29,182.70
2024-08-16,80.51,183.13
2024-08-19,80.78,185.38
2024-08-20,81.18,185.21
2024-08-21,81.73,187.55
2024-08-22,81.61,184.31
2024-08-23,81.84,187.87
2024-08-26,82.42,186.41
2024-08-27,82.62,185.92
2024-08-28,82.27,184.12
2024-08-29,81.86,184.34
2024-08-30,82.51,187.12
2024-09-03,83.09,184.55
2024-09-04,83.48,185.03
2024-09-05,83.16,187.13
2024-09-06,82.99,182.40
2024-09-09,83.63,185.06
2024-09-10,83.61,187.18
2024-09-11,82.83,189.05
2024-09-12,83.34,191.18
2024-09-13,83.93,192.48
2024-09-16,84.26,192.15
2024-09-17,83.46,193.13
2024-09-18,83.14,192.75
2024-09-19,82.65,197.14
2024-09-20,83.05,196.69
2024-09-23,83.09,198.67
2024-09-24,82.89,200.41
2024-09-25,82.68,199.69
2024-09-26,82.87,200.54
2024-09-27,83.02,200.84
2024-09-30,83.00,200.37
2024-10-01,82.72,199.56
2024-10-02,82.02,197.87
2024-10-03,81.20,195.58
2024-10-04,81.47,198.17
2024-10-07,80.66,195.09
2024-10-08,81.06,196.99
2024-10-09,81.55,198.40
2024-10-10,81.19,197.42
2024-10-11,81.64,196.58
2024-10-14,81.97,197.44
2024-10-15,82.49,197.87
2024-10-16,82.43,198.91
2024-10-17,82.06,198.73
2024-10-18,82.24,199.51
2024-10-21,81.55,197.96
2024-10-22,82.01,197.16
2024-10-23,81.85,194.06
2024-10-24,81.74,200.18
2024-10-25,81.06,200.81
2024-10-28,81.21,201.28
2024-10-29,80.41,200.23
2024-10-30,80.28,199.95
2024-10-31,80.12,196.89
2024-11-01,80.15,200.09
2024-11-04,80.37,199.40
2024-11-05,80.88,202.93
2024-11-06,79.56,209.42
2024-11-07,79.85,212.11
2024-11-08,80.82,215.12
2024-11-11,80.54,219.46
2024-11-12,80.63,216.53
2024-11-13,80.87,218.38
2024-11-14,80.67,215.28
2024-11-15,79.96,213.44
2024-11-18,80.52,215.41
2024-11-19,80.63,215.57
2024-11-20,80.22,214.62
2024-11-21,81.09,215.00
2024-11-22,81.84,218.10
2024-11-25,82.29,220.33
2024-11-26,82.63,221.13
2024-11-27,82.80,220.04
2024-11-29,83.22,222.30
2024-12-02,83.12,224.24
2024-12-03,82.69,224.07
2024-12-04,82.46,226.15
2024-12-05,82.79,228.00
2024-12-06,82.38,232.80
2024-12-09,82.25,232.06
2024-12-10,82.64,232.44
2024-12-11,82.01,236.52
2024-12-12,82.25,234.56
2024-12-13,82.04,235.49
2024-12-16,81.61,238.68
2024-12-17,81.47,239.43
2024-12-18,80.23,228.64
2024-12-19,79.66,228.33
2024-12-20,79.94,228.91
2024-12-23,78.92,229.17
2024-12-24,79.44,234.47
2024-12-26,79.69,233.60
2024-12-27,79.30,229.74
2024-12-30,78.37,226.05
2024-12-31,78.61,224.35
2025-01-02,78.37,221.40
2025-01-03,78.33,225.88
2025-01-06,77.51,226.77
2025-01-07,77.24,222.38
2025-01-08,77.38,223.01
2025-01-10,76.34,220.82
2025-01-13,76.47,222.07
2025-01-14,76.49,221.64
2025-01-15,76.23,227.28
2025-01-16,76.80,226.05
2025-01-17,77.24,229.22
2025-01-21,77.60,230.90
2025-01-22,77.22,230.03
2025-01-23,77.50,231.42
2025-01-24,77.90,230.01
2025-01-27,80.01,231.32
2025-01-28,78.76,231.60
2025-01-29,78.95,230.94
2025-01-30,79.73,233.20
2025-01-31,78.98,232.17
2025-02-03,79.29,229.10
2025-02-04,78.62,231.80
2025-02-05,79.11,229.17
2025-02-06,79.47,230.08
2025-02-07,79.35,225.58
2025-02-10,79.84,226.35
2025-02-11,80.61,223.78
2025-02-12,80.55,223.74
2025-02-13,81.42,227.10
2025-02-14,80.61,227.00
2025-02-18,80.90,226.37
2025-02-19,81.55,226.24
2025-02-20,81.23,224.29
2025-02-21,82.18,218.39
2025-02-24,82.43,217.57
2025-02-25,83.60,216.43
2025-02-26,82.00,215.54
2025-02-27,81.99,212.43
2025-02-28,83.08,215.96
2025-03-03,83.52,211.98
2025-03-04,82.10,208.24
2025-03-05,82.44,211.41
2025-03-06,82.59,206.05
2025-03-07,82.86,205.67
2025-03-10,82.68,198.33
2025-03-11,81.47,196.39
2025-03-12,79.70,197.53
2025-03-13,79.33,192.60
2025-03-14,79.51,196.70
2025-03-17,80.67,197.01
2025-03-18,79.75,193.50
2025-03-19,79.75,197.21
2025-03-20,79.36,196.74
2025-03-21,79.33,197.45
2025-03-24,79.40,204.29
2025-03-25,78.68,205.92
2025-03-26,79.90,203.23
2025-03-27,80.81,203.36
2025-03-28,80.41,197.04
2025-03-31,81.67,197.46
2025-04-01,81.79,199.52
2025-04-02,81.55,203.31
2025-04-03,82.02,191.03
2025-04-04,78.46,182.79
2025-04-07,77.55,180.63
2025-04-08,76.35,176.34
2025-04-09,79.31,195.54
2025-04-10,79.35,187.90
2025-04-11,80.35,189.72
2025-04-14,81.72,190.27
2025-04-15,81.03,188.90
2025-04-16,80.16,184.24
2025-04-17,81.87,185.40
2025-04-21,81.09,180.45
2025-04-22,82.24,186.16
2025-04-23,81.77,190.32
2025-04-24,81.05,194.11
2025-04-25,80.84,197.60
2025-04-28,80.57,197.67
2025-04-29,81.24,199.07
2025-04-30,81.83,197.26
2025-05-01,81.12,198.35
2025-05-02,81.56,201.43
2025-05-05,81.49,199.29
2025-05-06,81.35,197.55
2025-05-07,81.48,199.09
2025-05-08,81.38,201.44
2025-05-09,80.91,202.41
2025-05-12,81.03,212.47
2025-05-13,79.94,215.28
2025-05-14,79.51,216.11
2025-05-15,81.14,215.63
2025-05-16,82.07,217.67
2025-05-19,82.31,217.16
2025-05-20,82.60,216.03
2025-05-21,81.64,211.65
2025-05-22,81.30,212.56
2025-05-23,81.60,210.65
2025-05-27,82.34,216.87
2025-05-28,81.78,214.88
2025-05-29,82.11,214.97
2025-05-30,82.83,213.80
2025-06-02,82.88,214.30
2025-06-03,82.80,215.44
2025-06-04,82.22,214.87
2025-06-05,81.43,209.45
2025-06-06,81.69,212.17
2025-06-09,81.58,213.87
2025-06-10,81.76,216.43
2025-06-11,81.48,214.72
2025-06-12,81.96,213.71
2025-06-13,80.96,211.74
2025-06-16,81.22,214.02
2025-06-17,80.53,210.33
2025-06-18,80.43,210.43
2025-06-20,81.02,210.68
2025-06-23,81.40,214.40
2025-06-24,81.33,215.59
2025-06-25,80.24,213.05
2025-06-26,80.17,215.01
2025-06-27,80.55,218.59
2025-06-30,80.97,217.33
2025-07-01,81.98,218.26
2025-07-02,82.22,220.01
2025-07-03,82.18,221.21
2025-07-07,82.11,218.40
2025-07-08,81.35,217.66
2025-07-09,80.82,218.95
2025-07-10,81.11,221.37
2025-07-11,80.81,221.43
2025-07-14,80.88,222.25
2025-07-15,80.07,219.07
2025-07-16,80.35,219.47
2025-07-17,81.11,220.22
2025-07-18,80.89,222.17
2025-07-21,80.88,223.22
2025-07-22,81.62,225.48
2025-07-23,81.65,226.55
2025-07-24,81.36,222.80
2025-07-25,81.50,224.87
2025-07-28,80.66,226.18
2025-07-29,81.19,224.62
2025-07-30,80.47,223.20
2025-07-31,79.78,221.43
2025-08-01,80.16,216.09
2025-08-04,80.55,218.63
2025-08-05,80.47,218.91
2025-08-06,81.62,223.46
2025-08-07,82.24,223.39
2025-08-08,82.48,223.78
2025-08-11,82.41,224.36
2025-08-12,82.63,226.74
2025-08-13,82.63,229.85
2025-08-14,81.89,229.59
2025-08-15,82.02,229.04
2025-08-18,81.91,229.96
2025-08-19,82.75,229.85
2025-08-20,83.22,227.58
2025-08-21,82.47,226.23
2025-08-22,82.47,233.10
2025-08-25,81.06,232.63
2025-08-26,80.53,233.70
2025-08-27,80.77,233.75
2025-08-28,80.26,234.15
2025-08-29,80.78,231.74
2025-09-02,80.65,230.01
2025-09-03,80.59,230.94
2025-09-04,80.64,235.16
2025-09-05,80.87,235.11
2025-09-08,80.57,236.02
2025-09-09,80.73,235.69
2025-09-10,79.94,232.87
2025-09-11,80.59,237.40
2025-09-12,80.32,238.63
2025-09-15,79.40,240.70
2025-09-16,79.76,242.18
2025-09-17,80.24,241.57
2025-09-18,79.54,240.48
